Date,EQNR.OL,NSKOG.OL,AAPL
2023-05-31,283.75,41.0,177.25
2023-06-01,285.20001220703125,41.400001525878906,180.08999633789062
2023-06-02,294.75,41.619998931884766,180.9499969482422
2023-06-05,299.45001220703125,41.939998626708984,
